transaction_id,supplier_id,supplier_category,invoice_number,po_number,invoice_date,payment_date,payment_terms_days,po_amount,invoice_amount,paid_amount,invoice_currency,payment_currency,bank_account,bank_changed_recently,anomaly_type,amount_usd,is_anomaly
TXN-0000865,SUP-0010,Information Technology,INV-848-2026-000865,PO-2026-000865,2025-11-02,2025-12-12,45,18006.76,14188.76,14188.76,USD,USD,BANK-59212295,False,normal,14188.76,0
TXN-0001108,SUP-0004,Information Technology,INV-567-2026-001108,PO-2025-001108,2025-11-02,2025-11-26,30,1996.58,1750.51,1750.51,AED,AED,BANK-92441065,False,normal,476.66,0
TXN-0001441,SUP-0058,Professional Services,INV-621-2026-001441,PO-2026-001441,2025-11-02,2026-01-07,60,23072.04,21598.47,21598.47,AED,AED,BANK-94313182,False,normal,5881.26,0
TXN-0001508,SUP-0103,Ground Services,INV-674-2026-001508,PO-2025-001508,2025-11-02,2025-12-07,30,14177.39,12185.44,12185.44,USD,USD,BANK-87788293,False,normal,12185.44,0
TXN-0002489,SUP-0003,Information Technology,INV-603-2026-002489,PO-2026-002489,2025-11-02,2025-12-13,45,43820.12,35054.07,35054.07,EUR,EUR,BANK-65317853,False,normal,38208.94,0
TXN-0002645,SUP-0058,Professional Services,INV-234-2026-002645,PO-2026-002645,2025-11-02,2025-12-11,45,10070.32,7764.27,7764.27,AED,AED,BANK-94313182,False,normal,2114.21,0
TXN-0003142,SUP-0038,Ground Services,INV-813-2026-003142,PO-2025-003142,2025-11-02,2025-11-23,30,23695.31,19049.45,19049.45,AED,AED,BANK-86107842,False,normal,5187.17,0
TXN-0003468,SUP-0075,Aircraft Components,INV-687-2026-003468,PO-2025-003468,2025-11-02,2025-11-25,30,46455.71,40936.17,40936.17,USD,USD,BANK-35245775,False,normal,40936.17,0
TXN-0004649,SUP-0117,Maintenance,INV-597-2026-004649,PO-2026-004649,2025-11-02,2025-12-11,30,166116.13,133646.35,133646.35,EUR,EUR,BANK-97580845,False,normal,145674.52,0
TXN-0004707,SUP-0080,Professional Services,INV-814-2026-004707,PO-2026-004707,2025-11-02,2025-12-07,30,9654.9,7449.15,7449.15,EUR,EUR,BANK-97464377,False,normal,8119.57,0
TXN-0004736,SUP-0142,Ground Services,INV-338-2026-004736,PO-2025-004736,2025-11-02,2026-01-31,90,69574.2,69200.58,69200.58,AED,AED,BANK-96960871,False,normal,18843.32,0
TXN-0000204,SUP-0126,Professional Services,INV-461-2026-000204,PO-2025-000204,2025-11-03,2025-11-20,30,3778.03,3330.15,3330.15,AED,AED,BANK-35780160,False,normal,906.8,0
TXN-0000382,SUP-0135,Information Technology,INV-406-2026-000382,PO-2025-000382,2025-11-03,2025-12-14,30,11069.9,11005.71,11005.71,AED,AED,BANK-85671420,False,normal,2996.85,0
TXN-0000387,SUP-0019,Information Technology,INV-392-2026-000387,PO-2026-000387,2025-11-03,2025-12-16,30,9910.71,9731.09,9731.09,EUR,EUR,BANK-67134797,False,normal,10606.89,0
TXN-0000507,SUP-0032,Professional Services,INV-448-2026-000507,PO-2026-000507,2025-11-03,2025-12-21,60,2547.66,2473.69,2473.69,GBP,GBP,BANK-49158734,False,normal,3141.59,0
TXN-0000950,SUP-0017,Maintenance,INV-216-2026-000950,PO-2025-000950,2025-11-03,2025-12-05,30,1296.4,1097.47,1097.47,AED,AED,BANK-38542500,False,normal,298.84,0
TXN-0003126,SUP-0110,Ground Services,INV-391-2026-003126,PO-2025-003126,2025-11-03,2026-02-13,90,16256.96,13122.62,13122.62,EUR,EUR,BANK-21795197,False,normal,14303.66,0
TXN-0003502,SUP-0012,Professional Services,INV-512-2026-003502,PO-2025-003502,2025-11-03,2025-12-27,45,16535.6,16491.37,16491.37,GBP,GBP,BANK-37895989,False,normal,20944.04,0
TXN-0004247,SUP-0123,Maintenance,INV-979-2026-004247,PO-2026-004247,2025-11-03,2025-12-08,30,5018.23,4611.39,4611.39,USD,USD,BANK-38236379,False,normal,4611.39,0
TXN-0005093,SUP-0073,Information Technology,INV-104-2026-005093,PO-2026-005093,2025-11-03,2025-11-17,30,3179.84,2825.09,2825.09,EUR,EUR,BANK-14030635,False,normal,3079.35,0
TXN-0005385,SUP-0126,Facilities,INV-776-2026-005385,PO-2026-005385,2025-11-03,2026-01-18,60,5338.1,4686.64,4686.64,AED,AED,BANK-35780160,False,normal,1276.17,0
TXN-0005411,SUP-0004,Aircraft Components,INV-401-2026-005411,PO-2026-005411,2025-11-03,2026-01-12,60,42880.8,35256.39,35256.39,AED,AED,BANK-92441065,False,normal,9600.31,0
TXN-0005529,SUP-0086,Professional Services,INV-500-2026-005529,PO-2026-005529,2025-11-03,2026-01-09,60,3717.37,2917.52,2917.52,USD,USD,BANK-11254265,False,normal,2917.52,0
TXN-0000678,SUP-0086,Information Technology,INV-758-2026-000678,PO-2025-000678,2025-11-04,2026-01-16,60,16249.62,13283.87,13283.87,USD,USD,BANK-11254265,False,normal,13283.87,0
TXN-0001322,SUP-0078,Aircraft Components,INV-689-2026-001322,PO-2025-001322,2025-11-04,2025-12-07,30,9411.32,8642.82,8642.82,AED,AED,BANK-79966434,False,normal,2353.44,0
TXN-0001431,SUP-0046,Information Technology,INV-397-2026-001431,PO-2026-001431,2025-11-04,2025-12-15,30,2655.09,2553.31,2553.31,EUR,EUR,BANK-11990275,False,normal,2783.11,0
TXN-0001560,SUP-0159,Ground Services,INV-358-2026-001560,PO-2025-001560,2025-11-04,2025-12-24,45,603.86,525.27,525.27,AED,AED,BANK-81713537,False,normal,143.03,0
TXN-0001925,SUP-0085,Aircraft Components,INV-391-2026-001925,PO-2026-001925,2025-11-04,2026-01-15,60,36961.13,34637.57,34637.57,USD,USD,BANK-94093522,False,normal,34637.57,0
TXN-0002405,SUP-0024,Information Technology,INV-878-2026-002405,PO-2026-002405,2025-11-04,2026-01-27,60,67935.1,63112.65,63112.65,EUR,EUR,BANK-33036857,False,normal,68792.79,0
TXN-0003856,SUP-0067,Facilities,INV-430-2026-003856,PO-2025-003856,2025-11-04,2026-01-31,90,12129.5,10375.44,10375.44,AED,AED,BANK-77206550,False,normal,2825.23,0
TXN-0000279,SUP-0058,Ground Services,INV-206-2026-000279,PO-2026-000279,2025-11-05,2025-12-15,45,20415.83,17559.55,17559.55,AED,AED,BANK-94313182,False,normal,4781.47,0
TXN-0000381,SUP-0132,Aircraft Components,INV-367-2026-000381,PO-2026-000381,2025-11-05,2025-12-13,60,17972.0,16700.71,16700.71,GBP,GBP,BANK-59967823,False,normal,21209.9,0
TXN-0001342,SUP-0158,Facilities,INV-124-2026-001342,PO-2025-001342,2025-11-05,2025-12-08,30,9015.65,7581.21,7581.21,AED,AED,BANK-32546185,False,normal,2064.36,0
TXN-0001728,SUP-0019,Maintenance,INV-756-2026-001728,PO-2025-001728,2025-11-05,2025-12-07,30,6951.04,5051.37,5051.37,EUR,EUR,BANK-67134797,False,normal,5505.99,0
TXN-0001988,SUP-0034,Professional Services,INV-168-2026-001988,PO-2025-001988,2025-11-05,2025-12-24,45,22204.89,17241.3,17241.3,USD,USD,BANK-99313799,False,normal,17241.3,0
TXN-0004177,SUP-0025,Aircraft Components,INV-313-2026-004177,PO-2026-004177,2025-11-05,2026-01-14,60,23590.67,19478.59,19478.59,EUR,EUR,BANK-99224451,False,normal,21231.66,0
TXN-0004746,SUP-0080,Maintenance,INV-494-2026-004746,PO-2025-004746,2025-11-05,2025-11-27,30,6468.67,4856.1,4856.1,EUR,EUR,NEW-71946816,True,bank_change,5293.15,1
TXN-0000393,SUP-0088,Maintenance,INV-988-2026-000393,PO-2026-000393,2025-11-06,2025-12-31,45,7770.12,7711.27,7711.27,AED,AED,BANK-30669042,False,normal,2099.78,0
TXN-0000923,SUP-0001,Information Technology,INV-507-2026-000923,PO-2026-000923,2025-11-06,2026-02-21,90,20692.63,20243.86,20243.86,EUR,EUR,BANK-38861149,False,normal,22065.81,0
TXN-0001464,SUP-0052,Aircraft Components,INV-617-2026-001464,PO-2025-001464,2025-11-06,2026-01-12,60,2525.31,2208.79,2208.79,USD,USD,BANK-89766631,False,normal,2208.79,0
TXN-0001766,SUP-0089,Information Technology,INV-595-2026-001766,PO-2025-001766,2025-11-06,2025-12-20,60,27392.56,25312.82,25312.82,USD,USD,BANK-35136775,False,normal,25312.82,0
TXN-0002076,SUP-0058,Information Technology,INV-148-2026-002076,PO-2025-002076,2025-11-06,2026-01-03,45,35324.52,33662.21,33662.21,AED,AED,BANK-94313182,False,normal,9166.22,0
TXN-0002602,SUP-0029,Maintenance,INV-306-2026-002602,PO-2025-002602,2025-11-06,2025-12-05,30,19623.93,17984.61,17984.61,USD,USD,BANK-57984114,False,normal,17984.61,0
TXN-0002844,SUP-0147,Aircraft Components,INV-213-2026-002844,PO-2025-002844,2025-11-06,2025-12-14,30,3451.35,2727.02,2727.02,USD,USD,BANK-82392481,False,normal,2727.02,0
TXN-0003235,SUP-0103,Professional Services,INV-736-2026-003235,PO-2026-003235,2025-11-06,2025-12-01,30,24581.53,18817.3,18817.3,USD,USD,BANK-87788293,False,normal,18817.3,0
TXN-0003318,SUP-0004,Ground Services,INV-916-2026-003318,PO-2025-003318,2025-11-06,2025-12-26,45,29507.26,22952.12,22952.12,AED,AED,BANK-92441065,False,normal,6249.86,0
TXN-0003340,SUP-0145,Professional Services,INV-388-2026-003340,PO-2025-003340,2025-11-06,2026-01-23,60,10752.73,9866.76,9866.76,AED,AED,BANK-26332140,False,normal,2686.72,0
TXN-0003658,SUP-0072,Ground Services,INV-763-2026-003658,PO-2025-003658,2025-11-06,2025-12-04,30,32970.25,28372.5,28372.5,USD,USD,BANK-88710582,False,normal,28372.5,0
TXN-0003894,SUP-0149,Information Technology,INV-470-2026-003894,PO-2025-003894,2025-11-06,2025-12-04,30,4025.61,3923.09,3923.09,USD,USD,BANK-52064343,False,normal,3923.09,0
TXN-0004717,SUP-0134,Maintenance,INV-718-2026-004717,PO-2026-004717,2025-11-06,2025-12-09,30,13190.67,11261.63,11261.63,USD,USD,BANK-67057759,False,normal,11261.63,0
TXN-0004737,SUP-0148,Professional Services,INV-583-2026-004737,PO-2026-004737,2025-11-06,2026-02-03,90,21843.05,19433.63,19433.63,AED,AED,BANK-48887190,False,normal,5291.78,0
TXN-0005518,SUP-0096,Maintenance,INV-939-2026-005518,PO-2025-005518,2025-11-06,2026-01-05,60,5740.33,5260.12,5260.12,AED,AED,BANK-55569693,False,normal,1432.33,0
TXN-0001655,SUP-0113,Information Technology,INV-164-2026-001655,PO-2026-001655,2025-11-07,2026-01-18,60,5425.82,4803.49,4803.49,USD,USD,BANK-61055398,False,normal,4803.49,0
TXN-0002447,SUP-0026,Maintenance,INV-754-2026-002447,PO-2026-002447,2025-11-07,2026-01-16,60,12145.27,8752.01,8752.01,USD,USD,BANK-94243920,False,normal,8752.01,0
TXN-0002496,SUP-0010,Aircraft Components,INV-737-2026-002496,PO-2025-002496,2025-11-07,2026-01-04,60,12975.56,10161.57,10161.57,USD,USD,BANK-59212295,False,normal,10161.57,0
TXN-0004066,SUP-0006,Aircraft Components,INV-473-2026-004066,PO-2025-004066,2025-11-07,2025-12-03,30,11200.57,8160.58,8160.58,GBP,GBP,BANK-30719258,False,normal,10363.94,0
TXN-0005215,SUP-0100,Professional Services,INV-943-2026-005215,PO-2026-005215,2025-11-07,2025-12-31,45,3452.74,3386.82,3386.82,GBP,GBP,BANK-62300494,False,normal,4301.26,0
TXN-0005331,SUP-0066,Ground Services,INV-650-2026-005331,PO-2026-005331,2025-11-07,2025-12-30,45,4130.67,3815.25,3815.25,AED,AED,BANK-23795588,False,normal,1038.89,0
TXN-0000303,SUP-0088,Professional Services,INV-749-2026-000303,PO-2026-000303,2025-11-08,2025-12-12,30,32579.97,28828.94,28828.94,AED,AED,BANK-30669042,False,normal,7850.12,0
TXN-0001071,SUP-0144,Professional Services,INV-988-2026-001071,PO-2026-001071,2025-11-08,2025-12-29,45,18535.03,16496.06,16496.06,AED,AED,BANK-63643829,False,normal,4491.88,0
TXN-0001406,SUP-0040,Aircraft Components,INV-778-2026-001406,PO-2025-001406,2025-11-08,2026-01-07,45,12744.9,12383.37,12383.37,AED,AED,BANK-30107614,False,normal,3371.99,0
TXN-0002200,SUP-0078,Maintenance,INV-131-2026-002200,PO-2025-002200,2025-11-08,2025-11-26,30,9652.5,8153.64,8153.64,AED,AED,BANK-79966434,False,normal,2220.24,0
TXN-0002617,SUP-0003,Maintenance,INV-492-2026-002617,PO-2026-002617,2025-11-08,2025-12-09,30,11825.84,9529.16,9529.16,EUR,EUR,BANK-65317853,False,normal,10386.78,0
TXN-0002776,SUP-0077,Maintenance,INV-120-2026-002776,PO-2025-002776,2025-11-08,2025-12-12,30,7463.92,6417.07,6417.07,USD,USD,BANK-99822506,False,normal,6417.07,0
TXN-0003500,SUP-0055,Information Technology,INV-407-2026-003500,PO-2025-003500,2025-11-08,2025-11-23,30,39723.33,31856.02,31856.02,AED,AED,BANK-44199230,False,normal,8674.39,0
TXN-0003561,SUP-0073,Professional Services,INV-184-2026-003561,PO-2026-003561,2025-11-08,2025-12-22,45,51477.06,51398.61,51398.61,EUR,EUR,BANK-14030635,False,normal,56024.48,0
TXN-0004838,SUP-0064,Aircraft Components,INV-753-2026-004838,PO-2025-004838,2025-11-08,2026-01-13,60,18466.89,13383.74,13383.74,EUR,EUR,BANK-84800139,False,normal,14588.28,0
TXN-0005326,SUP-0104,Aircraft Components,INV-646-2026-005326,PO-2025-005326,2025-11-08,2025-12-10,30,4915.51,3968.24,3968.24,GBP,GBP,BANK-82371206,False,normal,5039.66,0
TXN-0001042,SUP-0023,Facilities,INV-355-2026-001042,PO-2025-001042,2025-11-09,2025-12-24,45,26714.94,25092.48,25092.48,GBP,GBP,BANK-91497896,False,normal,31867.45,0
TXN-0001392,SUP-0144,Information Technology,INV-385-2026-001392,PO-2025-001392,2025-11-09,2025-12-02,30,4255.56,3266.77,3266.77,AED,AED,BANK-63643829,False,normal,889.54,0
TXN-0001724,SUP-0023,Information Technology,INV-162-2026-001724,PO-2025-001724,2025-11-09,2025-11-19,30,8748.11,7750.29,7750.29,GBP,GBP,BANK-91497896,False,normal,9842.87,0
TXN-0002135,SUP-0136,Information Technology,INV-228-2026-002135,PO-2026-002135,2025-11-09,2026-01-13,60,1042.79,777.6,777.6,USD,USD,BANK-19530766,False,normal,777.6,0
TXN-0002387,SUP-0131,Maintenance,INV-900-2026-002387,PO-2026-002387,2025-11-09,2025-12-07,30,6347.66,4683.19,4683.19,USD,USD,BANK-63724249,False,normal,4683.19,0
TXN-0003515,SUP-0051,Professional Services,INV-269-2026-003515,PO-2026-003515,2025-11-09,2026-01-03,60,3355.91,2601.59,2601.59,USD,USD,BANK-43629195,False,normal,2601.59,0
TXN-0003825,SUP-0084,Ground Services,INV-528-2026-003825,PO-2026-003825,2025-11-09,2025-12-05,30,30070.57,24887.24,24887.24,USD,USD,BANK-22950775,False,normal,24887.24,0
TXN-0003962,SUP-0031,Information Technology,INV-613-2026-003962,PO-2025-003962,2025-11-09,2026-01-21,60,4390.4,3523.41,3523.41,EUR,EUR,BANK-36891816,False,normal,3840.52,0
TXN-0004674,SUP-0149,Professional Services,INV-128-2026-004674,PO-2025-004674,2025-11-09,2026-02-11,90,5461.8,4254.11,4254.11,USD,USD,BANK-52064343,False,normal,4254.11,0
TXN-0004755,SUP-0057,Maintenance,INV-505-2026-004755,PO-2026-004755,2025-11-09,2025-12-07,30,5593.17,4665.6,4665.6,USD,USD,BANK-10477636,False,normal,4665.6,0
TXN-0000818,SUP-0144,Aircraft Components,INV-260-2026-000818,PO-2025-000818,2025-11-10,2025-12-11,45,28254.15,23274.63,23274.63,AED,AED,BANK-63643829,False,normal,6337.68,0
TXN-0003088,SUP-0053,Ground Services,INV-272-2026-003088,PO-2025-003088,2025-11-10,2025-12-18,30,13350.42,10486.37,10486.37,EUR,EUR,BANK-76295561,False,normal,11430.14,0
TXN-0003362,SUP-0058,Ground Services,INV-905-2026-003362,PO-2025-003362,2025-11-10,2026-01-15,60,29866.34,26071.12,26071.12,AED,AED,BANK-94313182,False,normal,7099.17,0
TXN-0003997,SUP-0134,Ground Services,INV-230-2026-003997,PO-2026-003997,2025-11-10,2025-12-19,30,27756.6,24155.67,24155.67,USD,USD,BANK-67057759,False,normal,24155.67,0
TXN-0004127,SUP-0126,Information Technology,INV-188-2026-004127,PO-2026-004127,2025-11-10,2025-12-15,30,1670.59,1300.09,1300.09,AED,AED,BANK-35780160,False,normal,354.01,0
TXN-0005064,SUP-0121,Professional Services,INV-645-2026-005064,PO-2025-005064,2025-11-10,2025-11-30,30,5794.18,4520.93,4520.93,AED,AED,BANK-55753531,False,normal,1231.05,0
TXN-0005199,SUP-0088,Facilities,INV-473-2026-005199,PO-2026-005199,2025-11-10,2025-12-12,45,16757.73,12769.78,12769.78,AED,AED,BANK-30669042,False,normal,3477.21,0
TXN-0000105,SUP-0129,Professional Services,INV-795-2026-000105,PO-2026-000105,2025-11-11,2025-12-27,30,3264.74,2434.78,2434.78,USD,USD,BANK-54924829,False,normal,2434.78,0
TXN-0000127,SUP-0126,Facilities,INV-457-2026-000127,PO-2026-000127,2025-11-11,2026-01-26,60,54541.06,46527.22,46527.22,AED,AED,BANK-35780160,False,normal,12669.36,0
TXN-0001219,SUP-0148,Maintenance,INV-753-2026-001219,PO-2026-001219,2025-11-11,2025-12-26,45,38092.42,34345.57,34345.57,AED,AED,BANK-48887190,False,normal,9352.3,0
TXN-0001719,SUP-0073,Facilities,INV-241-2026-001719,PO-2026-001719,2025-11-11,2026-01-09,60,55561.93,47689.29,47689.29,EUR,EUR,BANK-14030635,False,normal,51981.33,0
TXN-0002537,SUP-0062,Ground Services,INV-622-2026-002537,PO-2026-002537,2025-11-11,2025-12-17,45,6100.34,5196.9,5196.9,AED,AED,BANK-21048213,False,normal,1415.12,0
TXN-0002661,SUP-0103,Information Technology,INV-571-2026-002661,PO-2026-002661,2025-11-11,2026-01-04,60,15659.89,13865.28,13865.28,USD,USD,BANK-87788293,False,normal,13865.28,0
TXN-0003312,SUP-0011,Information Technology,INV-350-2026-003312,PO-2025-003312,2025-11-11,2026-01-12,60,23849.37,17540.01,17540.01,USD,USD,BANK-43383005,False,normal,17540.01,0
TXN-0004251,SUP-0010,Ground Services,INV-906-2026-004251,PO-2026-004251,2025-11-11,2026-01-05,60,10939.75,8541.19,8541.19,USD,USD,BANK-59212295,False,normal,8541.19,0
TXN-0000149,SUP-0030,Information Technology,INV-797-2026-000149,PO-2026-000149,2025-11-12,2026-01-17,60,13471.86,12428.57,12428.57,AED,AED,BANK-14041955,False,normal,3384.3,0
TXN-0001399,SUP-0099,Professional Services,INV-491-2026-001399,PO-2026-001399,2025-11-12,2026-02-07,90,14160.21,12034.16,12034.16,USD,USD,BANK-78956930,False,normal,12034.16,0
TXN-0002437,SUP-0020,Aircraft Components,INV-362-2026-002437,PO-2026-002437,2025-11-12,2026-01-04,60,15910.83,12175.52,12175.52,AED,AED,BANK-36182605,False,normal,3315.39,0
TXN-0003522,SUP-0105,Ground Services,INV-796-2026-003522,PO-2025-003522,2025-11-12,2026-01-19,60,4559.12,4265.16,4265.16,EUR,EUR,BANK-12259119,False,normal,4649.02,0
TXN-0003728,SUP-0115,Ground Services,INV-205-2026-003728,PO-2025-003728,2025-11-12,2026-01-16,60,59765.18,52482.16,52482.16,USD,USD,BANK-17278259,False,normal,52482.16,0
TXN-0003944,SUP-0148,Aircraft Components,INV-407-2026-003944,PO-2025-003944,2025-11-12,2025-12-23,30,17186.21,16992.91,16992.91,AED,AED,BANK-48887190,False,normal,4627.17,0
TXN-0004097,SUP-0027,Information Technology,INV-650-2026-004097,PO-2026-004097,2025-11-12,2025-12-17,30,14018.0,13587.65,13587.65,AED,AED,BANK-26263179,False,normal,3699.92,0
TXN-0004199,SUP-0083,Ground Services,INV-854-2026-004199,PO-2026-004199,2025-11-12,2025-12-18,30,14198.58,12268.98,12268.98,EUR,EUR,BANK-49032895,False,normal,13373.19,0
TXN-0004326,SUP-0040,Facilities,INV-478-2026-004326,PO-2025-004326,2025-11-12,2026-01-04,60,2823.88,2473.32,2473.32,AED,AED,BANK-30107614,False,normal,673.49,0
TXN-0005097,SUP-0114,Maintenance,INV-922-2026-005097,PO-2026-005097,2025-11-12,2026-02-24,90,10424.03,8966.07,8966.07,AED,AED,BANK-93480628,False,normal,2441.46,0
TXN-0000309,SUP-0070,Aircraft Components,INV-264-2026-000309,PO-2026-000309,2025-11-13,2025-12-22,45,39274.22,30019.64,30019.64,USD,USD,BANK-63944450,False,normal,30019.64,0
TXN-0000340,SUP-0015,Information Technology,INV-118-2026-000340,PO-2025-000340,2025-11-13,2026-01-05,60,14913.35,12626.57,12626.57,USD,USD,BANK-82742631,False,normal,12626.57,0
TXN-0000365,SUP-0157,Information Technology,INV-315-2026-000365,PO-2026-000365,2025-11-13,2025-12-17,30,9168.95,9020.44,9020.44,USD,USD,BANK-84648574,False,normal,9020.44,0
TXN-0001580,SUP-0082,Facilities,INV-589-2026-001580,PO-2025-001580,2025-11-13,2025-12-21,30,11599.12,9543.73,9543.73,USD,USD,BANK-55066706,False,normal,9543.73,0
TXN-0001632,SUP-0087,Aircraft Components,INV-452-2026-001632,PO-2025-001632,2025-11-13,2026-01-17,60,8659.81,7721.26,7721.26,AED,AED,BANK-25685067,False,normal,2102.5,0
TXN-0001931,SUP-0100,Ground Services,INV-480-2026-001931,PO-2026-001931,2025-11-13,2026-02-17,90,3982.35,2984.6,2984.6,GBP,GBP,BANK-62300494,False,normal,3790.44,0
TXN-0003253,SUP-0107,Professional Services,INV-481-2026-003253,PO-2026-003253,2025-11-13,2025-12-26,30,22984.19,19668.17,19668.17,USD,USD,BANK-17594929,False,normal,19668.17,0
TXN-0004262,SUP-0041,Information Technology,INV-855-2026-004262,PO-2025-004262,2025-11-13,2025-12-11,30,5513.37,4420.05,4420.05,USD,USD,BANK-90410196,False,normal,4420.05,0
TXN-0004338,SUP-0156,Maintenance,INV-147-2026-004338,PO-2025-004338,2025-11-13,2026-01-04,45,8002.68,7473.87,7473.87,AED,AED,BANK-35913857,False,normal,2035.13,0
TXN-0004361,SUP-0135,Information Technology,INV-349-2026-004361,PO-2026-004361,2025-11-13,2026-01-12,60,10205.95,8050.29,8050.29,AED,AED,BANK-85671420,False,normal,2192.09,0
TXN-0004729,SUP-0129,Aircraft Components,INV-541-2026-004729,PO-2026-004729,2025-11-13,2025-12-31,30,7379.09,7276.52,7276.52,USD,USD,BANK-54924829,False,normal,7276.52,0
TXN-0005338,SUP-0024,Information Technology,INV-716-2026-005338,PO-2025-005338,2025-11-13,2026-01-11,60,13840.31,12283.91,12283.91,EUR,EUR,BANK-33036857,False,normal,13389.46,0
TXN-0005599,SUP-0108,Aircraft Components,INV-186-2026-005599,PO-2026-005599,2025-11-13,2025-12-13,30,5800.05,5017.57,5017.57,USD,USD,BANK-76508559,False,normal,5017.57,0
TXN-0000982,SUP-0062,Facilities,INV-853-2026-000982,PO-2025-000982,2025-11-14,2025-12-29,30,30272.57,24109.69,24109.69,AED,AED,BANK-21048213,False,normal,6565.07,0
TXN-0002129,SUP-0017,Professional Services,INV-400-2026-002129,PO-2026-002129,2025-11-14,2026-02-07,90,15011.48,12387.23,12387.23,AED,AED,BANK-38542500,False,normal,3373.04,0
TXN-0002599,SUP-0055,Professional Services,INV-105-2026-002599,PO-2026-002599,2025-11-14,2026-01-01,60,12037.9,11705.93,11705.93,AED,AED,BANK-44199230,False,normal,3187.52,0
TXN-0002763,SUP-0023,Ground Services,INV-413-2026-002763,PO-2026-002763,2025-11-14,2025-12-31,60,5515.8,5294.5,5294.5,GBP,GBP,BANK-91497896,False,normal,6724.02,0
TXN-0003808,SUP-0016,Maintenance,INV-311-2026-003808,PO-2025-003808,2025-11-14,2025-12-14,30,41948.47,36859.93,36859.93,USD,USD,BANK-96689067,False,normal,36859.93,0
TXN-0004001,SUP-0087,Facilities,INV-516-2026-004001,PO-2026-004001,2025-11-14,2026-01-18,60,1150.14,992.11,992.11,AED,AED,BANK-25685067,False,normal,270.15,0
TXN-0005046,SUP-0152,Aircraft Components,INV-345-2026-005046,PO-2025-005046,2025-11-14,2025-12-12,30,17353.29,16243.18,16243.18,EUR,EUR,BANK-86228158,False,normal,17705.07,0
TXN-0005417,SUP-0015,Facilities,INV-686-2026-005417,PO-2026-005417,2025-11-14,2026-01-24,60,1690.87,1572.99,1572.99,USD,USD,BANK-82742631,False,normal,1572.99,0
TXN-0001702,SUP-0042,Aircraft Components,INV-485-2026-001702,PO-2025-001702,2025-11-15,2025-12-16,30,2734.85,2241.71,2241.71,EUR,EUR,BANK-20438281,False,normal,2443.46,0
TXN-0002068,SUP-0031,Ground Services,INV-652-2026-002068,PO-2025-002068,2025-11-15,2025-12-08,30,4058.23,3744.62,3744.62,EUR,EUR,BANK-36891816,False,normal,4081.64,0
TXN-0002186,SUP-0137,Maintenance,INV-493-2026-002186,PO-2025-002186,2025-11-15,2025-12-25,45,17436.24,12567.5,12567.5,GBP,GBP,BANK-75099036,False,normal,15960.72,0
TXN-0004890,SUP-0108,Aircraft Components,INV-192-2026-004890,PO-2025-004890,2025-11-15,2026-01-13,60,30661.65,25901.94,25901.94,USD,USD,BANK-76508559,False,normal,25901.94,0
TXN-0004894,SUP-0082,Maintenance,INV-502-2026-004894,PO-2025-004894,2025-11-15,2026-01-14,60,13407.32,9927.64,9927.64,USD,USD,BANK-55066706,False,normal,9927.64,0
TXN-0000179,SUP-0096,Professional Services,INV-705-2026-000179,PO-2026-000179,2025-11-16,2026-01-07,45,11013.11,8673.53,8673.53,AED,AED,BANK-55569693,False,normal,2361.8,0
TXN-0000343,SUP-0139,Information Technology,INV-115-2026-000343,PO-2026-000343,2025-11-16,2026-01-11,45,1064.02,830.41,830.41,EUR,EUR,BANK-77394363,False,normal,905.15,0
TXN-0000410,SUP-0098,Aircraft Components,INV-633-2026-000410,PO-2025-000410,2025-11-16,2026-01-10,60,167067.54,124403.78,124403.78,USD,USD,BANK-72483618,False,normal,124403.78,0
TXN-0001627,SUP-0147,Aircraft Components,INV-729-2026-001627,PO-2026-001627,2025-11-16,2026-01-06,45,3407.5,2505.24,2505.24,USD,USD,BANK-82392481,False,normal,2505.24,0
TXN-0001736,SUP-0025,Ground Services,INV-176-2026-001736,PO-2025-001736,2025-11-16,2026-02-04,90,9883.37,7639.12,7639.12,EUR,EUR,BANK-99224451,False,normal,8326.64,0
TXN-0002039,SUP-0010,Maintenance,INV-998-2026-002039,PO-2026-002039,2025-11-16,2026-01-03,30,14382.56,13492.94,13492.94,USD,USD,BANK-59212295,False,normal,13492.94,0
TXN-0003073,SUP-0027,Maintenance,INV-396-2026-003073,PO-2026-003073,2025-11-16,2026-01-03,45,6146.17,4604.5,4604.5,AED,AED,BANK-26263179,False,normal,1253.81,0
TXN-0003075,SUP-0011,Professional Services,INV-781-2026-003075,PO-2026-003075,2025-11-16,2025-11-28,30,3594.58,3305.25,3305.25,USD,USD,BANK-43383005,False,normal,3305.25,0
TXN-0003505,SUP-0121,Ground Services,INV-699-2026-003505,PO-2026-003505,2025-11-16,2026-01-20,60,19021.14,17332.49,17332.49,AED,AED,BANK-55753531,False,normal,4719.64,0
TXN-0004131,SUP-0047,Maintenance,INV-993-2026-004131,PO-2026-004131,2025-11-16,2025-12-24,45,78398.39,56980.14,56980.14,USD,USD,BANK-79481118,False,normal,56980.14,0
TXN-0005102,SUP-0159,Ground Services,INV-963-2026-005102,PO-2025-005102,2025-11-16,2025-12-17,45,65535.21,60409.93,60409.93,AED,AED,BANK-81713537,False,normal,16449.62,0
